"country_code","country_name","continent","population_2010","population_2011","population_2012","population_2013","population_2014","population_2015","population_2016","population_2017","population_2018","population_2019","deathrate_2010","deathrate_2011","deathrate_2012","deathrate_2013","deathrate_2014","deathrate_2015","deathrate_2016","deathrate_2017","deathrate_2018","deathrate_2019","GDP(US$)_2010","GDP(US$)_2011","GDP(US$)_2012","GDP(US$)_2013","GDP(US$)_2014","GDP(US$)_2015","GDP(US$)_2016","GDP(US$)_2017","GDP(US$)_2018","GDP(US$)_2019","active_HIV_cases_children_2010","active_HIV_cases_children_2011","active_HIV_cases_children_2012","active_HIV_cases_children_2013","active_HIV_cases_children_2014","active_HIV_cases_children_2015","active_HIV_cases_children_2016","active_HIV_cases_children_2017","active_HIV_cases_children_2018","active_HIV_cases_male_adults_2010","active_HIV_cases_male_adults_2011","active_HIV_cases_male_adults_2012","active_HIV_cases_male_adults_2013","active_HIV_cases_male_adults_2014","active_HIV_cases_male_adults_2015","active_HIV_cases_male_adults_2016","active_HIV_cases_male_adults_2017","active_HIV_cases_male_adults_2018","active_HIV_cases_female_adults_2010","active_HIV_cases_female_adults_2011","active_HIV_cases_female_adults_2012","active_HIV_cases_female_adults_2013","active_HIV_cases_female_adults_2014","active_HIV_cases_female_adults_2015","active_HIV_cases_female_adults_2016","active_HIV_cases_female_adults_2017","active_HIV_cases_female_adults_2018","aids_deaths_children_2010","aids_deaths_children_2011","aids_deaths_children_2012","aids_deaths_children_2013","aids_deaths_children_2014","aids_deaths_children_2015","aids_deaths_children_2016","aids_deaths_children_2017","aids_deaths_children_2018","aids_deaths_male_adults_2010","aids_deaths_male_adults_2011","aids_deaths_male_adults_2012","aids_deaths_male_adults_2013","aids_deaths_male_adults_2014","aids_deaths_male_adults_2015","aids_deaths_male_adults_2016","aids_deaths_male_adults_2017","aids_deaths_male_adults_2018","aids_deaths_female_adults_2010","aids_deaths_female_adults_2011","aids_deaths_female_adults_2012","aids_deaths_female_adults_2013","aids_deaths_female_adults_2014","aids_deaths_female_adults_2015","aids_deaths_female_adults_2016","aids_deaths_female_adults_2017","aids_deaths_female_adults_2018"
"AFG","Afghanistan","Asia",29185507,30117413,31161376,32269589,33370794,34413603,35383128,36296400,37172386,NA,8.25,7.936,7.645,7.38,7.141,6.929,6.742,6.575,NA,NA,543.303041863931,591.16234645088,641.872033785411,637.16504385598,613.856332882312,578.466352941708,547.228110150363,556.302138508508,520.896602719135,NA,1200,1200,1300,1400,1500,1600,1800,1900,2000,2800,3000,3300,3500,3800,4000,4300,4600,4900,1200,1200,1300,1400,1500,1600,1800,1900,2000,100,100,100,100,100,100,100,100,100,200,200,200,200,200,200,500,500,500,100,100,100,100,100,100,100,100,100
"ALB","Albania","Europe",2913021,2905195,2900401,2895092,2889104,2880703,2876101,2873457,2866376,NA,6.841,6.915,6.996,7.096,7.219,7.367,7.534,7.714,NA,NA,4094.36211924475,4437.17806741261,4247.61427862374,4413.0817427964,4578.66672031333,3952.82945832578,4124.10890718622,4532.89016212124,5268.84850355919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DZA","Algeria","Africa",35977455,36661444,37383887,38140132,38923687,39728025,40551404,41389198,42228429,NA,4.656,4.67,4.685,4.699,4.709,4.715,4.717,4.717,NA,NA,4480.72453900113,5455.74133764262,5592.32609806051,5499.58148704572,5493.02558996263,4177.86751715913,3946.4214445883,4044.29837226523,4114.71506136896,NA,2900,3400,3800,4400,4900,5400,6000,6500,7000,4000,4400,4900,5500,6100,6600,7200,7700,8300,2900,3400,3800,4400,4900,5400,6000,6500,7000,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"ASM","American Samoa","Oceania",56079,55759,55667,55713,55791,55812,55741,55620,55465,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,10271.2245225485,10294.3022651052,11568.7930012395,11505.3937142139,11507.2323493037,11843.3311832581,11696.9555623329,10823.4448040273,11466.6907058505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AND","Andorra","Europe",84449,83747,82427,80774,79213,78011,77297,77001,77006,NA,2.8,NA,3.9,NA,NA,NA,4.3,NA,NA,NA,39736.3540626699,41100.7299382214,38392.9439012206,40626.7516320228,42300.3341276669,36039.6534962289,37224.1089162924,39134.3933706717,42029.7627372989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AGO","Angola","Africa",23356246,24220661,25107931,26015780,26941779,27884381,28842484,29816748,30809762,NA,11.68,11.039,10.451,9.921,9.454,9.052,8.716,8.432,NA,NA,3587.88379824396,4615.46802807906,5100.09580809767,5254.88233799616,5408.41049555432,4166.97968386501,3506.07288506966,4095.81294155857,3432.38573600893,NA,130000,140000,150000,160000,170000,180000,190000,2e+05,2e+05,59000,63000,68000,72000,76000,80000,84000,88000,92000,130000,140000,150000,160000,170000,180000,190000,2e+05,2e+05,4100,4300,4500,4600,4400,4400,4500,4700,4900,1800,1900,2000,2100,2200,2200,2200,2400,2500,4200,4400,4800,4900,3900,3500,3700,4800,6100
"ATG","Antigua and Barbuda","Americas",88028,89253,90409,91516,92562,93566,94527,95426,96286,NA,6.055,6.085,6.116,6.151,6.188,6.227,6.27,6.316,NA,NA,13049.2570545735,12746.2050243357,13272.4413293826,12909.7441775006,13501.5809223367,14286.0931598293,15197.6174551735,15383.4151884998,16726.9808079479,NA,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,1000,1000,500,500,500,500,500,500,500,500,500,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"ARG","Argentina","Americas",40788453,41261490,41733271,42202935,42669500,43131966,43590368,44044811,44494502,NA,7.708,7.694,7.68,7.665,7.651,7.638,7.626,7.616,NA,NA,10385.9644319555,12848.8641969705,13082.664325572,13080.2547323367,12334.7982453893,13789.060424772,12790.2424732447,14591.8633810541,11683.9496216363,NA,33000,34000,36000,37000,39000,40000,42000,43000,45000,71000,74000,77000,80000,83000,85000,88000,91000,93000,33000,34000,36000,37000,39000,40000,42000,43000,45000,100,100,100,100,100,100,100,100,100,1200,1200,1200,1100,1200,1200,1300,1300,1300,500,500,500,500,500,500,500,500,500
"ARM","Armenia","Asia",2877319,2876538,2884229,2897584,2912403,2925553,2936146,2944809,2951776,NA,9.739,9.753,9.761,9.774,9.796,9.823,9.849,9.862,NA,NA,3218.37270660563,3525.80474671153,3681.8574560431,3838.18580148382,3986.23162376713,3607.29669672271,3591.82927553023,3914.5012684128,4212.07094272937,NA,1100,1100,1100,1100,1100,1100,1200,1200,1200,2200,2200,2200,2200,2200,2200,2200,2300,2300,1100,1100,1100,1100,1100,1100,1200,1200,1200,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"ABW","Aruba","Americas",101669,102046,102560,103159,103774,104341,104872,105366,105845,NA,7.918,8.061,8.205,8.347,8.488,8.627,8.765,8.907,NA,NA,23512.6025956397,24985.9932813737,24713.6980451285,25025.0995629083,25533.5697803984,25796.3802506382,25239.6004109932,25630.2664922069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUS","Australia","Oceania",22031750,22340024,22733465,23128129,23475686,23815995,24190907,24601860,24992369,NA,6.5,6.6,6.6,6.4,6.6,6.6,6.6,6.5,NA,NA,52022.1255961876,62517.8337471503,68012.1479005934,68150.1070413215,62510.7911705641,56755.7217124249,49971.131456129,54066.4712686117,57373.6866841281,NA,2300,2400,2500,2600,2800,2900,3000,3200,3300,18000,19000,20000,21000,21000,22000,23000,24000,24000,2300,2400,2500,2600,2800,2900,3000,3200,3300,100,100,100,100,100,100,100,100,100,200,200,200,200,200,200,200,200,200,100,100,100,100,100,100,100,100,100
"AUT","Austria","Europe",8363404,8391643,8429991,8479823,8546356,8642699,8736668,8797566,8847037,NA,9.2,9.1,9.4,9.4,9.2,9.6,9.2,9.5,NA,NA,46858.0432733717,51374.9584066934,48567.69528642,50716.7087062864,51717.4959405515,44178.0473777432,45237.8050921543,47431.630607607,51461.9547804677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AZE","Azerbaijan","Asia",9054332,9173082,9295784,9416801,9535079,9649341,9757812,9854033,9942334,NA,5.9,5.9,5.9,5.8,5.8,5.7,5.8,5.8,NA,NA,5842.80578358576,7189.69122920765,7496.29464768263,7875.75695254288,7891.31314749986,5500.32049702735,3880.73873089556,4147.08971569171,4721.17808673142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BHS","Bahamas, The","Americas",354942,359577,363584,367168,370633,374206,377931,381761,385640,NA,6.566,6.606,6.634,6.651,6.661,6.671,6.689,6.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BHR","Bahrain","Asia",1240860,1278151,1299943,1315029,1336075,1371851,1425791,1494074,1569439,NA,2.327,2.324,2.326,2.331,2.337,2.346,2.355,2.368,NA,NA,20722.1372891348,22514.2587537979,23654.371850445,24744.3576319157,24989.3802145933,22688.9637865734,22619.1166718849,23715.4827473156,24050.7575053956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BGD","Bangladesh","Asia",147575430,149273778,151007807,152764676,154520167,156256276,157970840,159670593,161356039,NA,5.734,5.673,5.625,5.589,5.565,5.549,5.539,5.533,NA,NA,781.153593557047,861.758444349051,883.105000541313,981.839879150399,1118.8536634927,1248.45339778371,1401.62062821515,1563.99408178663,1698.26280233547,NA,2600,2900,3200,3400,3700,4000,4200,4500,4800,4800,5200,5500,6000,6400,7000,7500,8100,8700,2600,2900,3200,3400,3700,4000,4200,4500,4800,100,100,100,100,100,100,100,100,100,200,500,500,500,500,500,500,500,500,100,100,200,200,200,200,200,200,500
"BRB","Barbados","Americas",282131,282987,283700,284296,284825,285324,285796,286233,286641,NA,8.368,8.454,8.54,8.625,8.708,8.789,8.865,8.936,NA,NA,16056.1168393406,16459.0580132656,16249.8977793444,16452.0369614768,16488.5257614325,16561.8735192273,16936.9060448712,17431.6029248899,17949.2815054371,NA,1000,1000,1000,1000,1000,1000,1000,1000,1000,1600,1700,1700,1800,1800,1900,1900,1900,2000,1000,1000,1000,1000,1000,1000,1000,1000,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"BLR","Belarus","Europe",9490583,9473172,9464495,9465997,9474511,9489616,9501534,9498264,9485386,NA,14.5,14.3,13.4,13.2,12.8,12.6,12.6,12.6,NA,NA,6181.39991568753,6519.23019498892,6940.15925359735,7978.87261471076,8318.51268992675,5949.10630699748,5022.62664330491,5761.74712023007,6289.93855308212,NA,5200,5900,6700,7600,8400,9200,10000,11000,11000,7200,8100,9100,10000,11000,12000,13000,14000,15000,5200,5900,6700,7600,8400,9200,10000,11000,11000,100,100,100,100,100,100,100,100,100,100,100,200,200,200,200,200,200,200,100,100,100,100,100,100,100,100,100
"BEL","Belgium","Europe",10895586,11038264,11106932,11159407,11209057,11274196,11331422,11375158,11422068,NA,9.7,9.4,9.8,9.8,9.3,9.8,9.5,9.6,NA,NA,44141.8781415734,47348.5250202016,44673.1158755901,46744.6625441516,47700.5403601178,40991.8081381432,42012.0999001128,44219.5619960117,47518.6360388914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BLZ","Belize","Americas",322464,330237,338000,345715,353366,360933,368400,375769,383071,NA,4.597,4.582,4.58,4.588,4.603,4.624,4.65,4.681,NA,NA,4270.79964683667,4423.49043867262,4505.62068023889,4568.54205131289,4705.61004483148,4775.91507722419,4818.40439383538,4887.55982047899,4884.74242133376,NA,1700,1700,1800,1900,2000,2000,2100,2200,2200,1900,2000,2100,2200,2200,2300,2400,2400,2500,1700,1700,1800,1900,2000,2000,2100,2200,2200,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,200,100,100,100,100,100,100,100,100,100
"BEN","Benin","Africa",9199259,9460830,9729248,10004588,10286842,10575952,10872067,11175204,11485048,NA,10.094,9.928,9.775,9.628,9.481,9.332,9.18,9.025,NA,NA,758.435082889989,827.022610795594,837.894996838397,915.575816379432,944.931653018321,784.27840718279,789.084915159164,829.478802783315,901.543871206357,NA,33000,34000,35000,37000,38000,39000,40000,41000,42000,23000,24000,24000,25000,25000,26000,26000,26000,27000,33000,34000,35000,37000,38000,39000,40000,41000,42000,1000,1000,1000,1000,500,500,500,500,500,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
"BMU","Bermuda","Americas",65124,64564,64798,65001,65139,65239,64555,63874,63968,NA,7.3,6.6,6.5,6.8,7.6,7.4,8,7.8,NA,NA,88207.3275597322,85973.158416455,85458.455507886,85748.0654143782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BTN","Bhutan","Asia",685503,693298,701583,710238,719056,727876,736709,745568,754394,NA,6.414,6.356,6.316,6.288,6.27,6.257,6.248,6.243,NA,NA,2258.18314084562,2563.25752630969,2538.94589903147,2472.71430921323,2652.21458816676,2752.66420795769,2930.56298819354,3286.57470378318,3243.23112508014,NA,500,500,500,500,500,500,500,500,500,1000,1000,1000,1000,1000,1000,1000,1000,1000,500,500,500,500,500,500,500,500,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"BOL","Bolivia","Americas",10048590,10212954,10377676,10542376,10706517,10869730,11031813,11192854,11353142,NA,7.448,7.304,7.175,7.062,6.966,6.89,6.834,6.795,NA,NA,1955.46155736098,2346.33717022581,2609.88081915425,2908.20008548078,3081.87883446506,3035.97221489277,3076.6589493424,3351.12405268555,3548.59013979338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BIH","Bosnia and Herzegovina","Europe",3705472,3661175,3604972,3542605,3482104,3429361,3386267,3351527,3323929,NA,9.747,9.87,9.981,10.088,10.194,10.305,10.427,10.563,NA,NA,4635.51777931783,5092.55194328895,4778.63608845506,5131.39450642932,5329.63504488766,4727.27738086936,4994.68314045091,5394.59122017677,6065.67270824158,NA,100,100,100,100,100,100,100,100,100,200,200,200,200,200,500,500,500,500,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"BWA","Botswana","Africa",1987105,2015402,2039551,2062536,2088614,2120716,2159944,2205128,2254126,NA,9.146,8.391,7.713,7.122,6.634,6.259,6,5.834,NA,NA,6434.81565688465,7617.32509421648,7877.79035044357,7224.96517150786,7780.63838460394,6799.87523352768,7243.85299726842,7893.21010771116,8258.64166574691,NA,180000,180000,180000,190000,190000,190000,2e+05,2e+05,2e+05,140000,140000,140000,140000,150000,150000,150000,150000,150000,180000,180000,180000,190000,190000,190000,2e+05,2e+05,2e+05,1500,1400,1200,1000,1000,1000,1000,1000,1000,2600,2700,2500,2300,2300,2200,2300,2200,2200,3100,2900,2600,2500,2200,2100,2200,2200,2100
"BRA","Brazil","Americas",195713635,197514534,199287296,201035903,202763735,204471769,206163058,207833831,209469333,NA,6.045,6.071,6.106,6.147,6.195,6.25,6.311,6.378,NA,NA,11286.2430162457,13245.6124995448,12370.0242007149,12300.3225752233,12112.5903019529,8814.00098681261,8712.88704442864,9880.94654326324,8920.76210462979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"VGB","British Virgin Islands","Americas",27794,28319,28650,28847,28989,29152,29355,29577,29802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRN","Brunei Darussalam","Asia",388646,393688,398989,404421,409769,414907,419800,424473,428962,NA,3.831,3.887,3.944,4.009,4.081,4.162,4.251,4.345,NA,NA,35269.5531076448,47055.8411171808,47741.9064650052,44740.085018517,41726.7839720342,31164.5620291141,27157.8234104784,28572.1467776509,31628.3287914349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BGR","Bulgaria","Europe",7395599,7348328,7305888,7265115,7223938,7177991,7127822,7075947,7024216,NA,14.9,14.7,15,14.4,15.1,15.3,15.1,15.5,NA,NA,6843.26694975885,7813.80669236432,7378.02473005713,7646.83986554542,7864.76067225524,6993.78348267387,7469.45563823624,8228.0115697265,9272.62930360848,NA,500,500,500,500,1000,1000,1000,1000,1000,1400,1500,1700,1800,2000,2100,2300,2500,2800,500,500,500,500,1000,1000,1000,1000,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"BFA","Burkina Faso","Africa",15605217,16081911,16571246,17072775,17586017,18110624,18646378,19193284,19751535,NA,10.645,10.195,9.789,9.426,9.105,8.823,8.571,8.341,NA,NA,575.446452687734,666.840119798738,673.821598361542,699.779405632453,703.820055595173,575.314454176311,582.795444327329,642.429838650148,715.12290404614,NA,52000,52000,53000,53000,53000,53000,53000,53000,53000,41000,41000,40000,39000,38000,37000,36000,35000,34000,52000,52000,53000,53000,53000,53000,53000,53000,53000,1300,1200,1200,1100,1000,1000,1000,1000,500,1800,1600,1700,2000,2200,2100,2100,1900,1700,1700,1500,1300,1100,1100,1100,1100,1100,1100
"BDI","Burundi","Africa",8675602,8958406,9245988,9540289,9844297,10160030,10487998,10827024,11175378,NA,10.113,9.728,9.373,9.052,8.767,8.517,8.3,8.106,NA,NA,234.235646874999,249.577979366801,252.358979858344,256.976002796754,274.857947913846,305.549772797441,282.193130404814,292.997630684415,271.752044376648,NA,44000,44000,44000,44000,44000,44000,44000,44000,44000,30000,30000,29000,29000,28000,28000,27000,27000,27000,44000,44000,44000,44000,44000,44000,44000,44000,44000,1500,1300,1200,1000,1000,1000,1000,1000,1000,1700,1400,1200,1200,1400,1200,1000,1000,1000,2000,1600,1400,1100,1000,1000,1000,1000,1000
"CPV","Cabo Verde","Africa",492654,498856,505235,511748,518269,524743,531146,537497,543767,NA,6.005,5.991,5.961,5.918,5.866,5.807,5.744,5.682,NA,NA,3378.25485950035,3740.38909850629,3447.5240412173,3615.97904131099,3588.6740539538,3043.01398430098,3130.9822291706,3292.6457550859,3635.40684982339,NA,1100,1100,1100,1100,1200,1200,1200,1200,1300,1000,1000,1000,1000,1000,1000,1100,1100,1100,1100,1100,1100,1100,1200,1200,1200,1200,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"KHM","Cambodia","Asia",14312212,14541423,14780454,15026332,15274503,15521436,15766293,16009414,16249798,NA,6.512,6.401,6.308,6.228,6.159,6.099,6.051,6.017,NA,NA,785.502282874113,882.275492640073,950.880345993697,1013.4204006154,1093.49619050796,1162.90491997151,1278.63106216298,1385.45836254396,1510.3248705764,NA,39000,39000,39000,38000,38000,38000,38000,37000,37000,36000,36000,35000,35000,35000,34000,34000,33000,33000,39000,39000,39000,38000,38000,38000,38000,37000,37000,500,200,200,200,200,100,100,100,100,1200,1000,1000,1000,1000,1000,1000,1000,1000,1100,1000,1000,1000,1000,1000,1000,1000,1000
"CMR","Cameroon","Africa",20341241,20906388,21485266,22077298,22681858,23298368,23926539,24566045,25216237,NA,11.583,11.277,10.968,10.657,10.347,10.046,9.762,9.501,NA,NA,1285.26172565588,1403.2556380893,1354.62308705136,1465.2223269067,1540.56818173347,1326.96927718029,1363.40385121739,1421.58749243688,1533.74213975885,NA,3e+05,310000,310000,320000,320000,320000,320000,320000,330000,170000,170000,170000,170000,170000,170000,170000,170000,170000,3e+05,310000,310000,320000,320000,320000,320000,320000,330000,6600,6200,5700,5200,4900,4300,4100,3800,3600,4700,5000,5500,7800,9100,9500,8800,7700,6300,11000,11000,11000,9900,11000,12000,11000,9900,8000
"CAN","Canada","Americas",34004889,34339328,34714222,35082954,35437435,35702908,36109487,36540268,37058856,NA,7,7.1,7.1,7.2,7.3,7.4,7.4,7.5,NA,NA,47450.3184700703,52101.7960864825,52542.3466648232,52504.655704109,50835.5111782446,43495.0543869902,42279.9008231637,45069.9272544324,46232.9896226967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CYM","Cayman Islands","Americas",56672,57878,58958,59932,60848,61724,62569,63382,64174,NA,2.9538638881134,3.18399319783271,3.27845484997506,3.23618841017799,2.86000035092029,2.87872117045416,3.14685884789095,3.42232432860651,NA,NA,73350.7848219067,72328.411640906,72783.320437604,73515.8953177856,74990.4332223775,76280.4862528245,78296.0999272332,81124.5134794821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAF","Central African Republic","Africa",4386768,4418636,4436415,4447942,4464175,4493170,4537687,4596028,4666377,NA,16.329,15.817,15.28,14.725,14.164,13.621,13.119,12.671,NA,NA,487.945383289614,551.028057642347,565.833058388175,380.190091651727,423.884124575109,377.271253829801,401.918238362335,449.786423510424,475.721250544318,NA,70000,68000,66000,64000,61000,60000,59000,59000,59000,50000,49000,47000,46000,44000,43000,42000,41000,40000,70000,68000,66000,64000,61000,60000,59000,59000,59000,1600,1500,1400,1400,1300,1200,1000,1000,1000,2700,2700,2900,2800,2600,2200,2000,2100,2300,3500,3600,3800,3700,3700,3000,2600,1900,1600
"TCD","Chad","Africa",11952136,12360989,12784750,13220424,13663559,14110975,14561666,15016773,15477751,NA,14.598,14.161,13.752,13.38,13.053,12.77,12.527,12.309,NA,NA,891.698817391114,983.447232667423,967.408125988873,979.533959184118,1018.93095594774,775.707523514754,692.978595813865,664.303315726258,728.343235359289,NA,46000,47000,49000,51000,53000,55000,56000,58000,60000,35000,37000,38000,39000,41000,42000,43000,44000,45000,46000,47000,49000,51000,53000,55000,56000,58000,60000,2100,2000,1900,1800,1600,1600,1600,1600,1500,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
"CHI","Channel Islands",NA,159734,160998,162056,163038,164100,165385,166923,168665,170499,NA,8.046,8.002,7.963,7.925,7.89,7.858,7.833,7.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CHL","Chile","Americas",17062536,17233576,17400347,17571507,17758959,17969353,18209068,18470439,18729160,NA,5.631,5.677,5.728,5.785,5.848,5.917,5.993,6.076,NA,NA,12808.034586422,14637.2402355403,15351.5513257697,15842.940805218,14670.9967606057,13574.1718307156,13748.0876632921,15037.3502805385,15923.3587375381,NA,6600,7100,7700,8300,8900,9700,10000,11000,12000,32000,35000,38000,41000,44000,47000,51000,54000,59000,6600,7100,7700,8300,8900,9700,10000,11000,12000,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,200
