Country,1990,1990_lower, 1990_upper, 1991,1991_lower, 1991_upper, 1992,1992_lower, 1992_upper, 1993,1993_lower, 1993_upper, 1994,1994_lower, 1994_upper, 1995,1995_lower, 1995_upper, 1996,1996_lower, 1996_upper, 1997,1997_lower, 1997_upper, 1998,1998_lower, 1998_upper, 1999,1999_lower, 1999_upper, 2000,2000_lower, 2000_upper, 2001,2001_lower, 2001_upper, 2002,2002_lower, 2002_upper, 2003,2003_lower, 2003_upper, 2004,2004_lower, 2004_upper, 2005,2005_lower, 2005_upper, 2006,2006_lower, 2006_upper, 2007,2007_lower, 2007_upper, 2008,2008_lower, 2008_upper, 2009,2009_lower, 2009_upper, 2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper
Guinea,1600 ,<1000 , 3600,2100 ,1100 , 4400,2700 ,1600 , 5200,3300 ,2100 , 6100,4100 ,2700 , 7200,4900 ,3300 , 8100,5700 ,3900 , 9000,6500 ,4600 , 9700,7300 ,5400 , 11 000,8100 ,6000 , 11 000,8800 ,6600 , 12 000,9400 ,7200 , 13 000,10 000 ,7600 , 13 000,10 000 ,8100 , 13 000,11 000 ,8600 , 13 000,11 000 ,9100 , 14 000,12 000 ,9400 , 14 000,12 000 ,9500 , 14 000,12 000 ,9400 , 14 000,12 000 ,9400 , 14 000,12 000 ,9300 , 14 000,12 000 ,9200 , 14 000,12 000 ,9200 , 14 000,11 000 ,8800 , 14 000,11 000 ,8400 , 13 000,11 000 ,8400 , 13 000,11 000 ,8300 , 13 000,11 000 ,8200 , 13 000,10 000 ,7900 , 13 000
Guinea-Bissau,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,1000 ,<1000 , 1300,1300 ,1100 , 1600,1600 ,1400 , 1900,2000 ,1700 , 2300,2300 ,2000 , 2700,2700 ,2300 , 3100,3100 ,2700 , 3600,3400 ,3000 , 4000,3800 ,3300 , 4400,4200 ,3700 , 4800,4500 ,3900 , 5200,4700 ,4200 , 5400,5000 ,4400 , 5700,5200 ,4600 , 6000,5400 ,4800 , 6100,5600 ,4900 , 6400,5700 ,5000 , 6500,5800 ,5100 , 6600,5800 ,5100 , 6700,5800 ,5000 , 6700,5900 ,5000 , 6700,5800 ,4900 , 6700,5700 ,4800 , 6600,5700 ,4700 , 6600
Guyana,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500
Haiti,4800 ,3600 , 6500,5900 ,4600 , 7900,7100 ,5600 , 9300,8200 ,6500 , 11 000,9200 ,7500 , 12 000,10 000 ,8400 , 13 000,11 000 ,9100 , 14 000,12 000 ,9800 , 15 000,13 000 ,11 000 , 16 000,13 000 ,11 000 , 16 000,14 000 ,12 000 , 17 000,14 000 ,12 000 , 17 000,14 000 ,12 000 , 17 000,14 000 ,12 000 , 17 000,14 000 ,12 000 , 17 000,14 000 ,12 000 , 17 000,14 000 ,12 000 , 16 000,13 000 ,11 000 , 16 000,13 000 ,11 000 , 15 000,12 000 ,11 000 , 14 000,12 000 ,10 000 , 14 000,11 000 ,9700 , 13 000,11 000 ,9200 , 13 000,10 000 ,8700 , 12 000,10 000 ,8300 , 11 000,9700 ,7900 , 11 000,9300 ,7700 , 11 000,9000 ,7300 , 10 000,8700 ,7000 , 9900
Honduras,1100 ,<1000 , 1800,1300 ,<1000 , 2100,1600 ,1100 , 2300,1800 ,1300 , 2600,2000 ,1400 , 2800,2200 ,1600 , 2900,2300 ,1800 , 3100,2500 ,1900 , 3200,2600 ,2000 , 3300,2600 ,2100 , 3300,2600 ,2100 , 3300,2600 ,2100 , 3300,2600 ,2100 , 3100,2500 ,2100 , 3000,2300 ,2000 , 2800,2200 ,1900 , 2600,2100 ,1800 , 2500,2000 ,1700 , 2300,1800 ,1600 , 2200,1700 ,1400 , 2000,1600 ,1300 , 1900,1500 ,1200 , 1800,1400 ,1100 , 1700,1300 ,1100 , 1500,1200 ,1000 , 1400,1100 ,<1000 , 1300,1100 ,<1000 , 1200,<1000 ,<1000 , 1100,<1000 ,<1000 , 1100
Hungary,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Iceland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
India,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Indonesia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<200 ,<100 , <200,<200 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<1000 , <1000,1000 ,<1000 , 1200,1400 ,1300 , 1700,2000 ,1800 , 2300,2700 ,2400 , 3200,3600 ,3200 , 4200,4600 ,4000 , 5300,5600 ,5000 , 6500,6800 ,5900 , 7800,8000 ,6900 , 9300,9300 ,8100 , 11 000,11 000 ,9200 , 12 000,12 000 ,10 000 , 14 000,13 000 ,11 000 , 15 000,14 000 ,12 000 , 16 000,15 000 ,13 000 , 18 000,16 000 ,14 000 , 19 000,17 000 ,15 000 , 20 000,18 000 ,15 000 , 20 000
Iran (Islamic Republic of),<200 ,<100 , 1200,<500 ,<100 , 1200,<500 ,<200 , 1300,<500 ,<200 , 1400,<500 ,<200 , 1400,<500 ,<200 , 1500,<500 ,<200 , 1600,<500 ,<200 , 1700,<500 ,<500 , 1800,<500 ,<500 , 1800,<1000 ,<500 , 1800,<1000 ,<500 , 1800,<1000 ,<500 , 1700,<1000 ,<500 , 1600,<1000 ,<500 , 1500,<1000 ,<500 , 1500,<1000 ,<500 , 1400,<1000 ,<1000 , 1400,<1000 ,<1000 , 1400,<1000 ,<1000 , 1400,<1000 ,<1000 , 1400,<1000 ,<1000 , 1400,<1000 ,<1000 , 1300,<1000 ,<1000 , 1300,<1000 ,<1000 , 1300,<1000 ,<1000 , 1400,<1000 ,<1000 , 1500,<1000 ,<1000 , 1600,<1000 ,<1000 , 1600
Ireland,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Israel,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Italy,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500
Jamaica,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Japan,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Jordan,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Kazakhstan,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<200 ,<200 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500
Kenya,45 000 ,35 000 , 58 000,62 000 ,48 000 , 79 000,81 000 ,62 000 , 100 000,100 000 ,78 000 , 130 000,120 000 ,94 000 , 160 000,140 000 ,110 000 , 180 000,160 000 ,120 000 , 210 000,180 000 ,140 000 , 230 000,200 000 ,150 000 , 250 000,210 000 ,160 000 , 270 000,220 000 ,170 000 , 290 000,230 000 ,180 000 , 300 000,240 000 ,190 000 , 310 000,250 000 ,190 000 , 320 000,250 000 ,200 000 , 330 000,250 000 ,200 000 , 330 000,250 000 ,190 000 , 320 000,240 000 ,190 000 , 310 000,230 000 ,180 000 , 300 000,220 000 ,170 000 , 280 000,210 000 ,160 000 , 270 000,190 000 ,150 000 , 250 000,180 000 ,140 000 , 230 000,170 000 ,130 000 , 220 000,160 000 ,130 000 , 210 000,150 000 ,120 000 , 190 000,140 000 ,110 000 , 180 000,130 000 ,100 000 , 170 000,120 000 ,95 000 , 160 000
Kuwait,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Kyrgyzstan,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500
Lao People's Democratic Republic,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000
Latvia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Lebanon,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Lesotho,1000 ,<1000 , 1400,1500 ,1100 , 2000,2100 ,1600 , 2700,2900 ,2300 , 3600,3800 ,3100 , 4600,4800 ,4000 , 5800,6000 ,5100 , 7100,7300 ,6200 , 8500,8600 ,7400 , 10 000,9900 ,8600 , 11 000,11 000 ,9700 , 13 000,12 000 ,11 000 , 14 000,13 000 ,12 000 , 15 000,14 000 ,12 000 , 16 000,14 000 ,13 000 , 16 000,15 000 ,13 000 , 17 000,15 000 ,13 000 , 17 000,15 000 ,13 000 , 17 000,15 000 ,13 000 , 17 000,15 000 ,13 000 , 17 000,15 000 ,13 000 , 17 000,15 000 ,13 000 , 16 000,15 000 ,12 000 , 16 000,14 000 ,12 000 , 16 000,14 000 ,11 000 , 15 000,13 000 ,11 000 , 15 000,13 000 ,10 000 , 14 000,12 000 ,9700 , 14 000,12 000 ,9500 , 14 000
Liberia,1000 ,<1000 , 1100,1400 ,1300 , 1500,1700 ,1500 , 1800,1900 ,1800 , 2100,2200 ,2100 , 2400,2600 ,2400 , 2800,3000 ,2700 , 3200,3400 ,3100 , 3700,3900 ,3600 , 4200,4500 ,4000 , 4800,4900 ,4400 , 5200,5200 ,4600 , 5500,5400 ,4800 , 5800,5500 ,4900 , 6000,5600 ,4900 , 6100,5700 ,4900 , 6200,5700 ,4900 , 6200,5700 ,4900 , 6300,5700 ,4700 , 6300,5600 ,4600 , 6200,5500 ,4500 , 6100,5300 ,4300 , 6000,5100 ,4100 , 5900,5000 ,4000 , 5700,4800 ,3900 , 5600,4600 ,3700 , 5300,4300 ,3400 , 5100,4000 ,3200 , 4800,3700 ,3000 , 4400
Libya,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500
Lithuania,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Luxembourg,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Madagascar,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<100 , <1000,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<500 , 1200,<1000 ,<1000 , 1300,<1000 ,<1000 , 1400,<1000 ,<1000 , 1400,1100 ,<1000 , 1500,1200 ,<1000 , 1600,1200 ,<1000 , 1600,1300 ,1000 , 1700,1400 ,1100 , 1700,1400 ,1200 , 1700,1400 ,1200 , 1700,1500 ,1300 , 1800,1500 ,1300 , 1800,1600 ,1300 , 1900,1700 ,1400 , 2000,1700 ,1500 , 2100,1800 ,1500 , 2300,1900 ,1600 , 2500
Malawi,28 000 ,22 000 , 33 000,35 000 ,29 000 , 41 000,42 000 ,35 000 , 49 000,48 000 ,41 000 , 56 000,55 000 ,47 000 , 63 000,62 000 ,55 000 , 71 000,70 000 ,61 000 , 79 000,77 000 ,69 000 , 86 000,84 000 ,74 000 , 93 000,91 000 ,80 000 , 100 000,97 000 ,85 000 , 110 000,100 000 ,89 000 , 110 000,110 000 ,92 000 , 120 000,110 000 ,95 000 , 120 000,110 000 ,96 000 , 120 000,110 000 ,97 000 , 130 000,110 000 ,97 000 , 130 000,110 000 ,97 000 , 130 000,110 000 ,94 000 , 130 000,110 000 ,92 000 , 130 000,110 000 ,90 000 , 120 000,110 000 ,87 000 , 120 000,100 000 ,82 000 , 120 000,97 000 ,78 000 , 110 000,94 000 ,73 000 , 110 000,90 000 ,69 000 , 100 000,85 000 ,65 000 , 100 000,79 000 ,61 000 , 94 000,74 000 ,57 000 , 89 000
Malaysia,<100 ,<100 , <100,<100 ,<100 , <100,<200 ,<100 , <200,<200 ,<200 , <200,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000
Maldives,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Mali,3700 ,1700 , 7200,4800 ,2300 , 8300,5900 ,3200 , 9800,7200 ,4200 , 12 000,8600 ,5500 , 13 000,9900 ,6600 , 14 000,11 000 ,8000 , 15 000,12 000 ,9100 , 17 000,13 000 ,10 000 , 17 000,14 000 ,11 000 , 18 000,15 000 ,12 000 , 19 000,16 000 ,13 000 , 20 000,17 000 ,14 000 , 21 000,18 000 ,15 000 , 21 000,18 000 ,15 000 , 21 000,18 000 ,16 000 , 22 000,19 000 ,16 000 , 22 000,19 000 ,16 000 , 22 000,19 000 ,16 000 , 22 000,18 000 ,15 000 , 22 000,18 000 ,15 000 , 22 000,18 000 ,15 000 , 22 000,18 000 ,15 000 , 22 000,18 000 ,15 000 , 22 000,18 000 ,15 000 , 22 000,18 000 ,15 000 , 23 000,19 000 ,15 000 , 23 000,19 000 ,15 000 , 23 000,19 000 ,15 000 , 24 000
Malta,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Mauritania,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500
Mauritius,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<100 ,<100 , <200
Mexico,<1000 ,<200 , 1700,<1000 ,<200 , 1900,<1000 ,<500 , 2100,<1000 ,<500 , 2400,1000 ,<500 , 2600,1200 ,<1000 , 2700,1400 ,<1000 , 2800,1500 ,<1000 , 2900,1600 ,<1000 , 3000,1800 ,1100 , 3100,1900 ,1200 , 3200,2000 ,1300 , 3200,2100 ,1500 , 3200,2200 ,1600 , 3300,2300 ,1700 , 3200,2400 ,1900 , 3300,2400 ,2000 , 3300,2500 ,2100 , 3300,2500 ,2200 , 3200,2600 ,2200 , 3200,2600 ,2200 , 3100,2700 ,2300 , 3200,2600 ,2300 , 3100,2600 ,2200 , 3100,2600 ,2200 , 3000,2500 ,2100 , 3000,2500 ,2100 , 2900,2400 ,2000 , 2700,2300 ,1900 , 2600
Mongolia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Montenegro,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Morocco,<100 ,<100 , <500,<100 ,<100 , <500,<100 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000
