Country,1990,1990_lower, 1990_upper, 1991,1991_lower, 1991_upper, 1992,1992_lower, 1992_upper, 1993,1993_lower, 1993_upper, 1994,1994_lower, 1994_upper, 1995,1995_lower, 1995_upper, 1996,1996_lower, 1996_upper, 1997,1997_lower, 1997_upper, 1998,1998_lower, 1998_upper, 1999,1999_lower, 1999_upper, 2000,2000_lower, 2000_upper, 2001,2001_lower, 2001_upper, 2002,2002_lower, 2002_upper, 2003,2003_lower, 2003_upper, 2004,2004_lower, 2004_upper, 2005,2005_lower, 2005_upper, 2006,2006_lower, 2006_upper, 2007,2007_lower, 2007_upper, 2008,2008_lower, 2008_upper, 2009,2009_lower, 2009_upper, 2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper
Germany,7700 ,6800 , 8800,7900 ,6900 , 9100,8000 ,6800 , 9300,7900 ,6700 , 9300,7800 ,6600 , 9200,7700 ,6600 , 9200,7900 ,6700 , 9500,8200 ,6900 , 9800,8400 ,7200 , 10 000,8700 ,7400 , 10 000,8900 ,7700 , 10 000,9300 ,8000 , 11 000,9800 ,8500 , 11 000,10 000 ,8900 , 12 000,11 000 ,9500 , 12 000,11 000 ,10 000 , 13 000,12 000 ,11 000 , 14 000,12 000 ,11 000 , 14 000,13 000 ,11 000 , 15 000,13 000 ,12 000 , 15 000,13 000 ,12 000 , 15 000,14 000 ,12 000 , 15 000,14 000 ,12 000 , 16 000,15 000 ,13 000 , 16 000,15 000 ,13 000 , 17 000,16 000 ,14 000 , 18 000,16 000 ,14 000 , 18 000,17 000 ,15 000 , 19 000,17 000 ,15 000 , 20 000
Ghana,45 000 ,33 000 , 58 000,57 000 ,44 000 , 70 000,70 000 ,56 000 , 84 000,84 000 ,70 000 , 98 000,97 000 ,83 000 , 110 000,110 000 ,93 000 , 120 000,120 000 ,110 000 , 140 000,130 000 ,110 000 , 150 000,140 000 ,120 000 , 150 000,140 000 ,130 000 , 160 000,150 000 ,130 000 , 160 000,150 000 ,130 000 , 170 000,150 000 ,130 000 , 170 000,150 000 ,130 000 , 170 000,160 000 ,140 000 , 180 000,160 000 ,140 000 , 180 000,160 000 ,140 000 , 180 000,160 000 ,140 000 , 190 000,160 000 ,140 000 , 190 000,170 000 ,140 000 , 190 000,170 000 ,140 000 , 200 000,170 000 ,150 000 , 200 000,180 000 ,150 000 , 210 000,180 000 ,160 000 , 210 000,190 000 ,160 000 , 210 000,190 000 ,160 000 , 220 000,190 000 ,160 000 , 220 000,200 000 ,170 000 , 230 000,200 000 ,170 000 , 240 000
Greece,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Grenada,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200
Guatemala,6200 ,5900 , 6600,7800 ,7500 , 8400,9500 ,9100 , 10 000,11 000 ,11 000 , 12 000,13 000 ,12 000 , 13 000,14 000 ,13 000 , 15 000,15 000 ,15 000 , 16 000,16 000 ,16 000 , 17 000,17 000 ,16 000 , 18 000,18 000 ,17 000 , 19 000,18 000 ,17 000 , 19 000,19 000 ,17 000 , 20 000,19 000 ,17 000 , 20 000,19 000 ,17 000 , 20 000,19 000 ,17 000 , 20 000,18 000 ,17 000 , 20 000,18 000 ,17 000 , 20 000,18 000 ,17 000 , 20 000,18 000 ,17 000 , 20 000,18 000 ,17 000 , 20 000,19 000 ,17 000 , 20 000,19 000 ,17 000 , 21 000,19 000 ,18 000 , 21 000,19 000 ,18 000 , 21 000,19 000 ,18 000 , 21 000,19 000 ,18 000 , 21 000,19 000 ,18 000 , 21 000,19 000 ,18 000 , 21 000,19 000 ,18 000 , 21 000
Guinea,11 000 ,5500 , 21 000,13 000 ,7400 , 25 000,17 000 ,10 000 , 29 000,21 000 ,13 000 , 34 000,25 000 ,16 000 , 36 000,29 000 ,19 000 , 40 000,33 000 ,23 000 , 44 000,36 000 ,26 000 , 46 000,39 000 ,30 000 , 48 000,42 000 ,33 000 , 50 000,44 000 ,36 000 , 53 000,46 000 ,38 000 , 54 000,47 000 ,40 000 , 55 000,48 000 ,41 000 , 56 000,49 000 ,42 000 , 57 000,49 000 ,42 000 , 58 000,50 000 ,43 000 , 58 000,51 000 ,44 000 , 60 000,52 000 ,45 000 , 61 000,53 000 ,46 000 , 62 000,55 000 ,47 000 , 63 000,57 000 ,49 000 , 65 000,58 000 ,50 000 , 67 000,60 000 ,52 000 , 69 000,62 000 ,52 000 , 72 000,63 000 ,53 000 , 74 000,65 000 ,55 000 , 76 000,66 000 ,56 000 , 78 000,67 000 ,57 000 , 79 000
Guinea-Bissau,<1000 ,<1000 , 1100,1300 ,1000 , 1700,1900 ,1600 , 2400,2700 ,2300 , 3300,3700 ,3200 , 4400,4900 ,4200 , 5600,6200 ,5400 , 7000,7500 ,6600 , 8400,8800 ,7800 , 9800,10 000 ,8900 , 11 000,11 000 ,10 000 , 12 000,12 000 ,11 000 , 14 000,13 000 ,12 000 , 15 000,14 000 ,13 000 , 16 000,15 000 ,13 000 , 17 000,16 000 ,14 000 , 17 000,16 000 ,15 000 , 18 000,17 000 ,15 000 , 19 000,18 000 ,16 000 , 20 000,18 000 ,16 000 , 20 000,19 000 ,17 000 , 21 000,19 000 ,17 000 , 22 000,20 000 ,18 000 , 22 000,21 000 ,19 000 , 23 000,22 000 ,19 000 , 24 000,22 000 ,19 000 , 24 000,23 000 ,20 000 , 25 000,23 000 ,20 000 , 26 000,24 000 ,21 000 , 26 000
Guyana,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , 1200,1200 ,<1000 , 1600,1500 ,1200 , 2000,1900 ,1600 , 2300,2200 ,1900 , 2600,2500 ,2200 , 2900,2700 ,2400 , 3100,2900 ,2500 , 3300,3000 ,2600 , 3400,3100 ,2700 , 3500,3200 ,2800 , 3600,3300 ,2900 , 3700,3300 ,3000 , 3700,3400 ,3100 , 3800,3500 ,3100 , 3900,3600 ,3200 , 4000,3600 ,3200 , 4100,3700 ,3300 , 4100,3800 ,3300 , 4200,3800 ,3400 , 4300
Haiti,43 000 ,33 000 , 55 000,50 000 ,40 000 , 62 000,56 000 ,46 000 , 68 000,61 000 ,51 000 , 72 000,65 000 ,54 000 , 76 000,68 000 ,58 000 , 80 000,70 000 ,60 000 , 82 000,72 000 ,62 000 , 84 000,72 000 ,62 000 , 84 000,72 000 ,63 000 , 85 000,72 000 ,63 000 , 84 000,71 000 ,63 000 , 83 000,71 000 ,62 000 , 82 000,70 000 ,61 000 , 81 000,69 000 ,61 000 , 80 000,68 000 ,60 000 , 78 000,67 000 ,60 000 , 77 000,68 000 ,61 000 , 77 000,69 000 ,62 000 , 78 000,70 000 ,64 000 , 79 000,72 000 ,65 000 , 81 000,74 000 ,67 000 , 82 000,75 000 ,69 000 , 84 000,77 000 ,71 000 , 86 000,79 000 ,73 000 , 88 000,81 000 ,74 000 , 90 000,83 000 ,76 000 , 92 000,85 000 ,78 000 , 96 000,87 000 ,79 000 , 98 000
Honduras,7900 ,5400 , 12 000,9100 ,6400 , 13 000,10 000 ,7600 , 14 000,11 000 ,8500 , 15 000,12 000 ,9100 , 15 000,12 000 ,9500 , 15 000,12 000 ,9800 , 15 000,12 000 ,10 000 , 15 000,12 000 ,10 000 , 15 000,12 000 ,9900 , 14 000,11 000 ,9600 , 14 000,11 000 ,8900 , 13 000,10 000 ,8300 , 12 000,9800 ,7700 , 12 000,9500 ,7400 , 12 000,9300 ,7300 , 11 000,9100 ,7200 , 11 000,9000 ,7200 , 11 000,9000 ,7200 , 11 000,8900 ,7200 , 11 000,8900 ,7300 , 11 000,8900 ,7300 , 11 000,8800 ,7300 , 11 000,8800 ,7200 , 11 000,8800 ,7200 , 11 000,8800 ,7300 , 11 000,8900 ,7300 , 10 000,8900 ,7300 , 11 000,8900 ,7200 , 11 000
Hungary,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000
Iceland,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
India,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Indonesia,<100 ,<100 , <100,<100 ,<100 , <100,<200 ,<200 , <200,<500 ,<500 , <500,<1000 ,<1000 , <1000,1200 ,1100 , 1300,2300 ,2000 , 2500,4000 ,3500 , 4400,6500 ,5800 , 7300,10 000 ,9000 , 11 000,15 000 ,13 000 , 17 000,21 000 ,19 000 , 24 000,30 000 ,27 000 , 33 000,41 000 ,37 000 , 46 000,55 000 ,49 000 , 61 000,70 000 ,63 000 , 79 000,87 000 ,78 000 , 98 000,110 000 ,94 000 , 120 000,120 000 ,110 000 , 140 000,140 000 ,120 000 , 160 000,160 000 ,140 000 , 180 000,170 000 ,150 000 , 190 000,180 000 ,160 000 , 210 000,190 000 ,170 000 , 220 000,200 000 ,180 000 , 230 000,210 000 ,180 000 , 240 000,220 000 ,190 000 , 250 000,220 000 ,190 000 , 250 000,220 000 ,190 000 , 260 000
Iran (Islamic Republic of),<1000 ,<500 , 5500,1100 ,<1000 , 6300,1200 ,<1000 , 6700,1300 ,<1000 , 6900,1400 ,<1000 , 6900,1600 ,<1000 , 7100,2100 ,<1000 , 7600,2600 ,1200 , 8300,3200 ,1400 , 8800,3800 ,1700 , 9600,4500 ,2100 , 10 000,5100 ,2700 , 11 000,5800 ,3300 , 12 000,6500 ,3900 , 12 000,7100 ,4800 , 13 000,7800 ,5600 , 13 000,8400 ,6300 , 14 000,9100 ,7100 , 14 000,9700 ,7600 , 14 000,10 000 ,8200 , 15 000,11 000 ,8500 , 16 000,11 000 ,8900 , 17 000,12 000 ,9100 , 18 000,12 000 ,9000 , 20 000,13 000 ,9000 , 22 000,13 000 ,8900 , 24 000,14 000 ,8900 , 25 000,15 000 ,9000 , 28 000,15 000 ,8900 , 30 000
Ireland,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1000,1000 ,<1000 , 1200,1100 ,1000 , 1300,1200 ,1100 , 1400,1300 ,1200 , 1500,1500 ,1300 , 1600,1600 ,1400 , 1800,1700 ,1500 , 1900,1800 ,1600 , 2000,1900 ,1700 , 2100,2000 ,1800 , 2200,2100 ,1800 , 2300,2100 ,1900 , 2300,2200 ,2000 , 2400,2200 ,2000 , 2500,2300 ,2100 , 2600,2400 ,2100 , 2600,2500 ,2200 , 2700
Israel,<200 ,<200 , <200,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1000,1000 ,<1000 , 1100,1100 ,1000 , 1200,1200 ,1100 , 1300,1300 ,1200 , 1400,1400 ,1300 , 1500,1500 ,1300 , 1600,1600 ,1400 , 1700,1700 ,1500 , 1800,1800 ,1600 , 1900,1900 ,1700 , 2000,2000 ,1800 , 2200,2100 ,1900 , 2300,2100 ,1900 , 2300,2200 ,2000 , 2500
Italy,12 000 ,11 000 , 14 000,13 000 ,11 000 , 14 000,13 000 ,12 000 , 15 000,14 000 ,12 000 , 16 000,14 000 ,12 000 , 16 000,14 000 ,13 000 , 17 000,15 000 ,13 000 , 17 000,16 000 ,14 000 , 18 000,17 000 ,15 000 , 19 000,18 000 ,16 000 , 20 000,19 000 ,17 000 , 21 000,20 000 ,18 000 , 23 000,22 000 ,19 000 , 24 000,23 000 ,20 000 , 26 000,24 000 ,21 000 , 27 000,26 000 ,22 000 , 29 000,27 000 ,23 000 , 30 000,28 000 ,24 000 , 31 000,29 000 ,26 000 , 32 000,30 000 ,26 000 , 34 000,32 000 ,27 000 , 35 000,33 000 ,28 000 , 36 000,34 000 ,29 000 , 38 000,35 000 ,30 000 , 39 000,36 000 ,31 000 , 40 000,37 000 ,32 000 , 41 000,37 000 ,32 000 , 42 000,38 000 ,33 000 , 42 000,39 000 ,33 000 , 43 000
Jamaica,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Japan,<200 ,<200 , <200,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1100,1100 ,<1000 , 1200,1200 ,1100 , 1400,1400 ,1200 , 1500,1500 ,1300 , 1700,1700 ,1500 , 1900,1800 ,1600 , 2000,2000 ,1800 , 2200,2100 ,1900 , 2400,2300 ,2000 , 2500,2400 ,2100 , 2700,2500 ,2200 , 2800,2600 ,2300 , 2900,2600 ,2400 , 3000,2700 ,2400 , 3000,2700 ,2400 , 3100,2800 ,2400 , 3100,2800 ,2500 , 3100,2800 ,2500 , 3100
Jordan,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100
Kazakhstan,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<200 ,<200 , <200,<200 ,<200 , <200,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,1100 ,1000 , 1100,1400 ,1300 , 1500,1800 ,1600 , 1900,2200 ,2100 , 2300,2700 ,2500 , 2800,3200 ,3000 , 3400,3800 ,3500 , 4000,4300 ,4000 , 4600,5000 ,4600 , 5300,5600 ,5200 , 6000,6300 ,5900 , 6700,7000 ,6500 , 7500,7700 ,7200 , 8300,8500 ,7800 , 9000,9200 ,8600 , 9800
Kenya,300 000 ,260 000 , 360 000,410 000 ,340 000 , 490 000,520 000 ,440 000 , 620 000,620 000 ,530 000 , 750 000,710 000 ,600 000 , 860 000,790 000 ,670 000 , 950 000,840 000 ,710 000 , 1 000 000,870 000 ,740 000 , 1 000 000,890 000 ,750 000 , 1 100 000,900 000 ,760 000 , 1 100 000,890 000 ,750 000 , 1 100 000,880 000 ,740 000 , 1 100 000,860 000 ,720 000 , 1 000 000,830 000 ,710 000 , 1 000 000,810 000 ,690 000 , 970 000,790 000 ,670 000 , 950 000,780 000 ,660 000 , 930 000,770 000 ,650 000 , 930 000,770 000 ,650 000 , 930 000,770 000 ,650 000 , 930 000,780 000 ,660 000 , 930 000,780 000 ,660 000 , 940 000,800 000 ,680 000 , 960 000,820 000 ,690 000 , 980 000,840 000 ,710 000 , 1 000 000,860 000 ,730 000 , 1 000 000,870 000 ,740 000 , 1 000 000,890 000 ,750 000 , 1 100 000,910 000 ,770 000 , 1 100 000
Kuwait,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500
Kyrgyzstan,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1200,1200 ,<1000 , 1600,1500 ,1200 , 2000,1700 ,1400 , 2300,2000 ,1500 , 2600,2200 ,1700 , 2900,2300 ,1800 , 3100,2500 ,1900 , 3300,2600 ,2000 , 3500,2700 ,2100 , 3700
Lao People's Democratic Republic,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<200 ,<100 , <200,<200 ,<200 , <200,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<1000 , <1000,1200 ,1000 , 1300,1600 ,1400 , 1700,2000 ,1700 , 2200,2300 ,2100 , 2600,2700 ,2400 , 3000,3100 ,2700 , 3400,3400 ,3000 , 3800,3600 ,3300 , 4100,3900 ,3500 , 4500,4200 ,3700 , 4700,4400 ,3900 , 5000,4500 ,4000 , 5200,4600 ,4100 , 5300,4700 ,4200 , 5400,4800 ,4300 , 5500,4900 ,4300 , 5500,5000 ,4400 , 5600,5000 ,4500 , 5700
Latvia,<100 ,<100 , <100,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1100,1000 ,<1000 , 1200,1100 ,<1000 , 1200,1100 ,1000 , 1300,1200 ,1100 , 1300,1200 ,1100 , 1400,1300 ,1100 , 1400,1300 ,1200 , 1500,1400 ,1200 , 1500,1400 ,1300 , 1600,1400 ,1300 , 1600,1500 ,1300 , 1600,1600 ,1400 , 1700,1700 ,1500 , 1800
Lebanon,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500
Lesotho,17 000 ,13 000 , 23 000,25 000 ,20 000 , 32 000,36 000 ,29 000 , 43 000,49 000 ,41 000 , 58 000,64 000 ,55 000 , 74 000,81 000 ,70 000 , 92 000,97 000 ,85 000 , 110 000,110 000 ,99 000 , 120 000,120 000 ,110 000 , 140 000,140 000 ,120 000 , 150 000,140 000 ,130 000 , 160 000,150 000 ,140 000 , 160 000,150 000 ,140 000 , 160 000,150 000 ,140 000 , 170 000,150 000 ,150 000 , 170 000,150 000 ,150 000 , 170 000,160 000 ,150 000 , 170 000,160 000 ,150 000 , 170 000,160 000 ,150 000 , 170 000,160 000 ,150 000 , 170 000,170 000 ,160 000 , 180 000,170 000 ,160 000 , 180 000,180 000 ,170 000 , 190 000,180 000 ,170 000 , 190 000,180 000 ,170 000 , 200 000,190 000 ,180 000 , 200 000,190 000 ,180 000 , 200 000,190 000 ,180 000 , 210 000,190 000 ,180 000 , 210 000
Liberia,7600 ,7300 , 8100,10 000 ,9700 , 11 000,12 000 ,11 000 , 12 000,13 000 ,12 000 , 14 000,14 000 ,14 000 , 15 000,15 000 ,15 000 , 16 000,17 000 ,16 000 , 18 000,18 000 ,17 000 , 19 000,20 000 ,19 000 , 21 000,21 000 ,20 000 , 22 000,22 000 ,21 000 , 23 000,22 000 ,21 000 , 24 000,22 000 ,21 000 , 24 000,22 000 ,20 000 , 24 000,21 000 ,20 000 , 24 000,21 000 ,19 000 , 24 000,21 000 ,19 000 , 24 000,21 000 ,19 000 , 24 000,21 000 ,19 000 , 24 000,21 000 ,19 000 , 24 000,21 000 ,19 000 , 24 000,21 000 ,19 000 , 24 000,21 000 ,19 000 , 24 000,21 000 ,19 000 , 24 000,21 000 ,20 000 , 24 000,21 000 ,20 000 , 24 000,21 000 ,20 000 , 24 000,22 000 ,20 000 , 24 000,22 000 ,20 000 , 24 000
Libya,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,1100 ,1000 , 1200,1300 ,1200 , 1400,1500 ,1400 , 1600,1700 ,1600 , 1800,1800 ,1700 , 2000,2000 ,1800 , 2100,2100 ,2000 , 2300,2200 ,2100 , 2400,2300 ,2100 , 2500,2500 ,2200 , 2700,2600 ,2300 , 2800,2700 ,2400 , 2900
Lithuania,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Luxembourg,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500
Madagascar,<200 ,<100 , <500,<200 ,<100 , <1000,<500 ,<100 , <1000,<1000 ,<200 , 1400,<1000 ,<500 , 1900,1100 ,<500 , 2600,1500 ,<1000 , 3400,2000 ,<1000 , 4100,2500 ,1300 , 4800,3100 ,1700 , 5500,3600 ,2200 , 5900,4000 ,2700 , 6100,4400 ,3200 , 6300,4800 ,3700 , 6300,5000 ,4100 , 6400,5200 ,4400 , 6500,5400 ,4600 , 6500,5500 ,4700 , 6500,5600 ,4800 , 6600,5800 ,4900 , 6800,5900 ,5100 , 7000,6200 ,5200 , 7400,6600 ,5500 , 7800,7000 ,5900 , 8300,7600 ,6500 , 9200,8300 ,6900 , 10 000,9200 ,7600 , 12 000,10 000 ,8300 , 13 000,12 000 ,9000 , 16 000
