Country,1990,1990_lower, 1990_upper, 1991,1991_lower, 1991_upper, 1992,1992_lower, 1992_upper, 1993,1993_lower, 1993_upper, 1994,1994_lower, 1994_upper, 1995,1995_lower, 1995_upper, 1996,1996_lower, 1996_upper, 1997,1997_lower, 1997_upper, 1998,1998_lower, 1998_upper, 1999,1999_lower, 1999_upper, 2000,2000_lower, 2000_upper, 2001,2001_lower, 2001_upper, 2002,2002_lower, 2002_upper, 2003,2003_lower, 2003_upper, 2004,2004_lower, 2004_upper, 2005,2005_lower, 2005_upper, 2006,2006_lower, 2006_upper, 2007,2007_lower, 2007_upper, 2008,2008_lower, 2008_upper, 2009,2009_lower, 2009_upper, 2010,2010_lower, 2010_upper, 2011,2011_lower, 2011_upper, 2012,2012_lower, 2012_upper, 2013,2013_lower, 2013_upper, 2014,2014_lower, 2014_upper, 2015,2015_lower, 2015_upper, 2016,2016_lower, 2016_upper, 2017,2017_lower, 2017_upper, 2018,2018_lower, 2018_upper
Romania,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1000,1100 ,<1000 , 1200,1200 ,1100 , 1400,1400 ,1300 , 1600,1700 ,1500 , 1800,1900 ,1700 , 2100,2100 ,1900 , 2300,2400 ,2100 , 2600,2600 ,2400 , 2900,3000 ,2700 , 3300,3300 ,3000 , 3600,3600 ,3200 , 3900,3900 ,3500 , 4200,4100 ,3700 , 4500,4400 ,3900 , 4800,4700 ,4200 , 5200,5000 ,4500 , 5500,5300 ,4700 , 5800,5600 ,5000 , 6100,5900 ,5200 , 6400,6100 ,5400 , 6600,6300 ,5600 , 6900,6500 ,5800 , 7100
Russian Federation,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Rwanda,77 000 ,52 000 , 120 000,88 000 ,60 000 , 130 000,95 000 ,68 000 , 130 000,99 000 ,73 000 , 130 000,100 000 ,77 000 , 130 000,100 000 ,81 000 , 130 000,110 000 ,89 000 , 130 000,110 000 ,98 000 , 130 000,120 000 ,100 000 , 140 000,120 000 ,110 000 , 140 000,130 000 ,110 000 , 140 000,130 000 ,110 000 , 140 000,120 000 ,110 000 , 140 000,120 000 ,100 000 , 140 000,120 000 ,100 000 , 130 000,120 000 ,99 000 , 130 000,110 000 ,99 000 , 130 000,120 000 ,100 000 , 130 000,120 000 ,100 000 , 130 000,120 000 ,110 000 , 130 000,120 000 ,110 000 , 140 000,120 000 ,110 000 , 140 000,120 000 ,110 000 , 140 000,130 000 ,110 000 , 140 000,130 000 ,110 000 , 140 000,130 000 ,110 000 , 140 000,130 000 ,110 000 , 140 000,130 000 ,110 000 , 140 000,130 000 ,120 000 , 150 000
Saint Kitts and Nevis,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200
Saint Lucia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500
Saint Vincent and the Grenadines,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500
Sao Tome and Principe,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1000,<1000 ,<1000 , 1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000
Saudi Arabia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Senegal,3100 ,2300 , 4500,4000 ,3000 , 5600,5100 ,3900 , 6800,6400 ,5000 , 8300,7800 ,6300 , 10 000,9400 ,7700 , 12 000,11 000 ,9200 , 14 000,13 000 ,11 000 , 16 000,15 000 ,13 000 , 18 000,17 000 ,15 000 , 20 000,19 000 ,16 000 , 22 000,20 000 ,18 000 , 24 000,22 000 ,19 000 , 25 000,23 000 ,20 000 , 26 000,23 000 ,21 000 , 27 000,24 000 ,21 000 , 27 000,24 000 ,21 000 , 27 000,24 000 ,21 000 , 27 000,24 000 ,22 000 , 28 000,25 000 ,22 000 , 28 000,25 000 ,22 000 , 28 000,25 000 ,22 000 , 29 000,25 000 ,22 000 , 29 000,25 000 ,22 000 , 29 000,25 000 ,22 000 , 29 000,25 000 ,22 000 , 28 000,25 000 ,22 000 , 28 000,25 000 ,22 000 , 28 000,25 000 ,22 000 , 28 000
Serbia,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000
Sierra Leone,6800 ,3600 , 12 000,8300 ,4600 , 14 000,9900 ,5600 , 16 000,11 000 ,6900 , 18 000,13 000 ,8100 , 19 000,14 000 ,9800 , 21 000,16 000 ,11 000 , 22 000,17 000 ,12 000 , 23 000,18 000 ,14 000 , 24 000,19 000 ,15 000 , 25 000,20 000 ,16 000 , 25 000,21 000 ,17 000 , 27 000,23 000 ,18 000 , 28 000,24 000 ,19 000 , 29 000,25 000 ,21 000 , 31 000,26 000 ,22 000 , 32 000,26 000 ,22 000 , 32 000,27 000 ,22 000 , 33 000,28 000 ,23 000 , 34 000,28 000 ,24 000 , 35 000,29 000 ,25 000 , 36 000,31 000 ,26 000 , 37 000,32 000 ,26 000 , 39 000,33 000 ,27 000 , 40 000,34 000 ,28 000 , 41 000,35 000 ,29 000 , 43 000,36 000 ,29 000 , 44 000,37 000 ,30 000 , 45 000,38 000 ,31 000 , 47 000
Singapore,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000
Slovakia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<200 ,<200 , <500
Slovenia,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Somalia,<1000 ,<1000 , 1500,1300 ,<1000 , 2000,1700 ,1100 , 2600,2300 ,1400 , 3300,2900 ,1900 , 4100,3500 ,2500 , 4900,4300 ,3100 , 5600,5000 ,3800 , 6500,5900 ,4500 , 7500,6600 ,5300 , 8200,7300 ,6000 , 9000,8000 ,6600 , 9500,8500 ,7200 , 10 000,8800 ,7500 , 10 000,9000 ,7800 , 11 000,9000 ,7900 , 10 000,8900 ,7900 , 10 000,8700 ,7800 , 9900,8400 ,7400 , 9700,8000 ,7000 , 9400,7600 ,6500 , 9000,7300 ,6100 , 8800,6900 ,5800 , 8600,6600 ,5400 , 8600,6300 ,5100 , 8300,6100 ,4700 , 8300,5900 ,4500 , 8200,5700 ,4400 , 8200,5600 ,4200 , 8100
South Africa,43 000 ,34 000 , 54 000,79 000 ,61 000 , 99 000,140 000 ,110 000 , 180 000,240 000 ,180 000 , 300 000,390 000 ,280 000 , 490 000,590 000 ,440 000 , 730 000,840 000 ,650 000 , 1 000 000,1 100 000 ,880 000 , 1 300 000,1 400 000 ,1 100 000 , 1 600 000,1 700 000 ,1 400 000 , 1 900 000,1 900 000 ,1 600 000 , 2 100 000,2 100 000 ,1 900 000 , 2 300 000,2 300 000 ,2 100 000 , 2 600 000,2 500 000 ,2 200 000 , 2 700 000,2 700 000 ,2 400 000 , 2 900 000,2 800 000 ,2 500 000 , 3 100 000,3 000 000 ,2 700 000 , 3 200 000,3 100 000 ,2 800 000 , 3 400 000,3 300 000 ,2 900 000 , 3 500 000,3 400 000 ,3 100 000 , 3 700 000,3 600 000 ,3 200 000 , 3 900 000,3 700 000 ,3 400 000 , 4 000 000,3 900 000 ,3 500 000 , 4 200 000,4 000 000 ,3 700 000 , 4 300 000,4 200 000 ,3 800 000 , 4 500 000,4 300 000 ,4 000 000 , 4 600 000,4 400 000 ,4 100 000 , 4 700 000,4 600 000 ,4 200 000 , 4 900 000,4 700 000 ,4 300 000 , 5 000 000
South Sudan,10 000 ,2600 , 18 000,13 000 ,3900 , 23 000,16 000 ,5800 , 28 000,20 000 ,7700 , 31 000,23 000 ,9400 , 34 000,27 000 ,12 000 , 38 000,31 000 ,14 000 , 42 000,35 000 ,18 000 , 47 000,39 000 ,22 000 , 52 000,43 000 ,26 000 , 57 000,47 000 ,30 000 , 62 000,50 000 ,33 000 , 66 000,53 000 ,37 000 , 69 000,56 000 ,41 000 , 72 000,58 000 ,44 000 , 75 000,61 000 ,47 000 , 77 000,63 000 ,50 000 , 80 000,66 000 ,53 000 , 82 000,68 000 ,55 000 , 84 000,70 000 ,56 000 , 86 000,73 000 ,58 000 , 89 000,76 000 ,60 000 , 93 000,79 000 ,62 000 , 97 000,82 000 ,63 000 , 100 000,86 000 ,65 000 , 110 000,90 000 ,69 000 , 110 000,95 000 ,72 000 , 120 000,100 000 ,73 000 , 120 000,100 000 ,77 000 , 130 000
Spain,17 000 ,15 000 , 20 000,18 000 ,16 000 , 21 000,19 000 ,17 000 , 21 000,19 000 ,17 000 , 22 000,19 000 ,17 000 , 22 000,19 000 ,16 000 , 22 000,18 000 ,16 000 , 21 000,18 000 ,16 000 , 21 000,18 000 ,16 000 , 21 000,18 000 ,16 000 , 21 000,19 000 ,17 000 , 22 000,19 000 ,17 000 , 22 000,20 000 ,18 000 , 23 000,21 000 ,18 000 , 23 000,21 000 ,19 000 , 24 000,22 000 ,20 000 , 25 000,23 000 ,20 000 , 25 000,23 000 ,21 000 , 26 000,24 000 ,22 000 , 26 000,25 000 ,22 000 , 27 000,25 000 ,23 000 , 28 000,25 000 ,23 000 , 28 000,26 000 ,23 000 , 28 000,26 000 ,24 000 , 29 000,26 000 ,24 000 , 29 000,27 000 ,24 000 , 29 000,27 000 ,24 000 , 29 000,27 000 ,24 000 , 30 000,27 000 ,24 000 , 30 000
Sri Lanka,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<200 ,<200 , <200,<200 ,<200 , <200,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , <1000,<1000 ,<1000 , 1100,1000 ,<1000 , 1200,1100 ,<1000 , 1200,1100 ,<1000 , 1300,1200 ,1000 , 1300,1200 ,1000 , 1400,1200 ,1000 , 1400,1200 ,1000 , 1400,1200 ,1000 , 1400,1200 ,<1000 , 1400,1100 ,<1000 , 1300,1100 ,<1000 , 1300,1100 ,<1000 , 1200,1000 ,<1000 , 1200
Sudan,<1000 ,<500 , 4100,1200 ,<500 , 5100,1400 ,<500 , 6200,1800 ,<1000 , 7100,2200 ,<1000 , 7700,2700 ,1100 , 8500,3300 ,1400 , 9800,4000 ,1900 , 11 000,4700 ,2200 , 12 000,5500 ,2700 , 12 000,6300 ,3200 , 13 000,7400 ,4000 , 13 000,8500 ,4900 , 14 000,9700 ,5900 , 15 000,11 000 ,7300 , 16 000,12 000 ,8900 , 17 000,14 000 ,10 000 , 18 000,15 000 ,12 000 , 18 000,16 000 ,14 000 , 19 000,18 000 ,15 000 , 20 000,19 000 ,16 000 , 23 000,20 000 ,16 000 , 25 000,21 000 ,16 000 , 28 000,22 000 ,15 000 , 31 000,23 000 ,14 000 , 34 000,23 000 ,14 000 , 37 000,24 000 ,13 000 , 40 000,25 000 ,12 000 , 44 000,26 000 ,11 000 , 49 000
Suriname,<200 ,<100 , <500,<500 ,<200 , <1000,<500 ,<200 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1100,<1000 ,<500 , 1300,<1000 ,<1000 , 1400,1100 ,<1000 , 1600,1200 ,<1000 , 1800,1300 ,1000 , 1900,1400 ,1100 , 1900,1500 ,1100 , 2100,1500 ,1100 , 2100,1600 ,1200 , 2200,1600 ,1200 , 2200,1600 ,1200 , 2200,1700 ,1200 , 2300,1700 ,1200 , 2400,1800 ,1300 , 2400,1800 ,1300 , 2500,1900 ,1400 , 2600,2000 ,1400 , 2700,2000 ,1400 , 2800,2100 ,1500 , 2900,2200 ,1500 , 3000,2200 ,1500 , 3200,2300 ,1500 , 3300,2400 ,1600 , 3400
Sweden,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Switzerland,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Syrian Arab Republic,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <200,<200 ,<100 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <200,<200 ,<200 , <500
Tajikistan,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<200 ,<100 , <500,<200 ,<100 , <500,<500 ,<200 , <500,<500 ,<200 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<1000 , 1200,1000 ,<1000 , 1400,1200 ,<1000 , 1600,1500 ,1100 , 1800,1700 ,1300 , 2100,1900 ,1500 , 2300,2100 ,1700 , 2500,2300 ,1800 , 2700,2400 ,2000 , 2900,2600 ,2200 , 3100,2700 ,2300 , 3300,2900 ,2400 , 3500,3000 ,2500 , 3700,3200 ,2700 , 3900,3300 ,2800 , 4000,3500 ,2900 , 4200
Thailand,23 000 ,19 000 , 26 000,51 000 ,44 000 , 59 000,85 000 ,74 000 , 98 000,120 000 ,100 000 , 140 000,150 000 ,130 000 , 170 000,180 000 ,160 000 , 200 000,200 000 ,180 000 , 230 000,220 000 ,200 000 , 260 000,240 000 ,210 000 , 280 000,250 000 ,220 000 , 290 000,260 000 ,220 000 , 310 000,270 000 ,220 000 , 310 000,270 000 ,220 000 , 320 000,260 000 ,220 000 , 320 000,260 000 ,220 000 , 310 000,260 000 ,220 000 , 310 000,260 000 ,220 000 , 310 000,260 000 ,210 000 , 310 000,250 000 ,210 000 , 300 000,250 000 ,210 000 , 300 000,250 000 ,210 000 , 290 000,240 000 ,210 000 , 290 000,240 000 ,210 000 , 280 000,240 000 ,200 000 , 280 000,230 000 ,200 000 , 270 000,230 000 ,200 000 , 260 000,220 000 ,190 000 , 260 000,220 000 ,190 000 , 250 000,210 000 ,180 000 , 240 000
Timor-Leste,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Togo,8300 ,7700 , 9100,12 000 ,11 000 , 13 000,15 000 ,14 000 , 17 000,20 000 ,18 000 , 22 000,25 000 ,23 000 , 27 000,30 000 ,28 000 , 33 000,35 000 ,32 000 , 38 000,39 000 ,36 000 , 43 000,43 000 ,40 000 , 47 000,46 000 ,43 000 , 50 000,48 000 ,45 000 , 53 000,50 000 ,46 000 , 54 000,51 000 ,47 000 , 55 000,52 000 ,48 000 , 56 000,52 000 ,48 000 , 57 000,52 000 ,48 000 , 57 000,53 000 ,49 000 , 57 000,53 000 ,49 000 , 57 000,53 000 ,49 000 , 58 000,53 000 ,49 000 , 58 000,54 000 ,50 000 , 58 000,54 000 ,50 000 , 59 000,55 000 ,51 000 , 60 000,56 000 ,52 000 , 61 000,57 000 ,53 000 , 62 000,58 000 ,53 000 , 62 000,58 000 ,54 000 , 63 000,59 000 ,55 000 , 64 000,60 000 ,56 000 , 65 000
Trinidad and Tobago,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Tunisia,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <100,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <200,<100 ,<100 , <500,<100 ,<100 , <500,<200 ,<100 , <500,<200 ,<100 , <500,<200 ,<200 , <500,<200 ,<200 , <500,<500 ,<200 , <500,<500 ,<200 , <500,<500 ,<500 , <500,<500 ,<500 , <1000,<500 ,<500 , <1000,<500 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , <1000,<1000 ,<500 , 1000,<1000 ,<1000 , 1100,<1000 ,<1000 , 1200,<1000 ,<1000 , 1300
Turkey,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Turkmenistan,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
Uganda,430 000 ,380 000 , 490 000,450 000 ,410 000 , 510 000,470 000 ,420 000 , 530 000,480 000 ,440 000 , 540 000,490 000 ,450 000 , 550 000,500 000 ,460 000 , 550 000,500 000 ,460 000 , 550 000,510 000 ,470 000 , 560 000,510 000 ,470 000 , 560 000,510 000 ,470 000 , 560 000,510 000 ,480 000 , 560 000,520 000 ,480 000 , 560 000,520 000 ,480 000 , 570 000,520 000 ,490 000 , 570 000,530 000 ,500 000 , 580 000,540 000 ,510 000 , 590 000,560 000 ,520 000 , 600 000,570 000 ,540 000 , 620 000,590 000 ,550 000 , 630 000,600 000 ,570 000 , 650 000,620 000 ,590 000 , 670 000,640 000 ,600 000 , 690 000,660 000 ,620 000 , 710 000,680 000 ,640 000 , 730 000,700 000 ,660 000 , 750 000,720 000 ,680 000 , 780 000,740 000 ,690 000 , 800 000,760 000 ,710 000 , 820 000,770 000 ,720 000 , 840 000
Ukraine,<500 ,<500 , <500,<1000 ,<1000 , 1100,1800 ,1200 , 2500,3700 ,2600 , 5100,7300 ,5500 , 9400,13 000 ,10 000 , 16 000,19 000 ,16 000 , 23 000,26 000 ,22 000 , 30 000,32 000 ,29 000 , 36 000,39 000 ,35 000 , 43 000,46 000 ,42 000 , 50 000,52 000 ,48 000 , 56 000,57 000 ,53 000 , 62 000,62 000 ,57 000 , 66 000,65 000 ,61 000 , 69 000,68 000 ,64 000 , 72 000,70 000 ,66 000 , 74 000,72 000 ,68 000 , 76 000,73 000 ,69 000 , 77 000,73 000 ,70 000 , 78 000,74 000 ,70 000 , 78 000,75 000 ,71 000 , 79 000,76 000 ,71 000 , 80 000,77 000 ,73 000 , 82 000,79 000 ,74 000 , 84 000,81 000 ,76 000 , 86 000,82 000 ,77 000 , 88 000,84 000 ,79 000 , 90 000,86 000 ,80 000 , 93 000
United Arab Emirates,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...
United Kingdom,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,... ,... , ...,30 000 ,26 000 , 34 000,... ,... , ...
